,Estimate_Median_value_(dollars),Margin_of_Error_Median_value_(dollars),CensusTract,Geographic_Area_Name
1258,694700,29970,6037113102,"Census Tract 1131.02, Los Angeles County, California"
1259,391900,18010,6037113211,"Census Tract 1132.11, Los Angeles County, California"
1260,447600,24342,6037113212,"Census Tract 1132.12, Los Angeles County, California"
1261,378000,28313,6037113213,"Census Tract 1132.13, Los Angeles County, California"
1262,591500,20647,6037113231,"Census Tract 1132.31, Los Angeles County, California"
1263,534100,32059,6037113232,"Census Tract 1132.32, Los Angeles County, California"
1264,330100,16958,6037113233,"Census Tract 1132.33, Los Angeles County, California"
1265,244200,87605,6037113234,"Census Tract 1132.34, Los Angeles County, California"
1266,334700,78326,6037113235,"Census Tract 1132.35, Los Angeles County, California"
1267,607000,42121,6037113237,"Census Tract 1132.37, Los Angeles County, California"
1268,655300,35857,6037113301,"Census Tract 1133.01, Los Angeles County, California"
1269,427900,18229,6037113303,"Census Tract 1133.03, Los Angeles County, California"
1270,256400,35871,6037113321,"Census Tract 1133.21, Los Angeles County, California"
1271,497100,35214,6037113322,"Census Tract 1133.22, Los Angeles County, California"
1272,406100,19983,6037113401,"Census Tract 1134.01, Los Angeles County, California"
1273,381000,31226,6037113421,"Census Tract 1134.21, Los Angeles County, California"
1274,407800,28107,6037113422,"Census Tract 1134.22, Los Angeles County, California"
1275,689000,30212,6037115101,"Census Tract 1151.01, Los Angeles County, California"
1277,587200,111609,6037115104,"Census Tract 1151.04, Los Angeles County, California"
1278,486300,89293,6037115201,"Census Tract 1152.01, Los Angeles County, California"
1279,403800,25871,6037115202,"Census Tract 1152.02, Los Angeles County, California"
1280,472100,39820,6037115301,"Census Tract 1153.01, Los Angeles County, California"
1281,379400,19567,6037115302,"Census Tract 1153.02, Los Angeles County, California"
1282,558400,67788,6037115401,"Census Tract 1154.01, Los Angeles County, California"
1283,458500,24778,6037115403,"Census Tract 1154.03, Los Angeles County, California"
1284,400400,39392,6037115404,"Census Tract 1154.04, Los Angeles County, California"
1285,323700,19682,6037117101,"Census Tract 1171.01, Los Angeles County, California"
1286,400400,55480,6037117102,"Census Tract 1171.02, Los Angeles County, California"
1287,382700,88506,6037117201,"Census Tract 1172.01, Los Angeles County, California"
1288,439200,15181,6037117202,"Census Tract 1172.02, Los Angeles County, California"
1289,413900,13563,6037117301,"Census Tract 1173.01, Los Angeles County, California"
1290,467900,17970,6037117302,"Census Tract 1173.02, Los Angeles County, California"
1291,430200,28932,6037117303,"Census Tract 1173.03, Los Angeles County, California"
1292,445700,13320,6037117404,"Census Tract 1174.04, Los Angeles County, California"
1293,157000,39908,6037117405,"Census Tract 1174.05, Los Angeles County, California"
1294,137500,26446,6037117407,"Census Tract 1174.07, Los Angeles County, California"
1295,261700,87901,6037117408,"Census Tract 1174.08, Los Angeles County, California"
1296,327700,220296,6037117510,"Census Tract 1175.10, Los Angeles County, California"
1297,262700,30568,6037117520,"Census Tract 1175.20, Los Angeles County, California"
1298,197800,35838,6037117530,"Census Tract 1175.30, Los Angeles County, California"
1299,337600,14081,6037119001,"Census Tract 1190.01, Los Angeles County, California"
1300,333000,14345,6037119002,"Census Tract 1190.02, Los Angeles County, California"
1301,333200,21261,6037119201,"Census Tract 1192.01, Los Angeles County, California"
1302,303100,27677,6037119202,"Census Tract 1192.02, Los Angeles County, California"
1303,226400,31954,6037119310,"Census Tract 1193.10, Los Angeles County, California"
1304,282200,31107,6037119320,"Census Tract 1193.20, Los Angeles County, California"
1306,285800,24831,6037119341,"Census Tract 1193.41, Los Angeles County, California"
1307,216500,17086,6037119342,"Census Tract 1193.42, Los Angeles County, California"
1308,313600,26270,6037119400,"Census Tract 1194, Los Angeles County, California"
1309,370100,16588,6037119700,"Census Tract 1197, Los Angeles County, California"
1310,334300,17602,6037119800,"Census Tract 1198, Los Angeles County, California"
1311,314000,16195,6037119900,"Census Tract 1199, Los Angeles County, California"
1312,291700,17356,6037120010,"Census Tract 1200.10, Los Angeles County, California"
1313,293800,32425,6037120020,"Census Tract 1200.20, Los Angeles County, California"
1314,327100,27631,6037120030,"Census Tract 1200.30, Los Angeles County, California"
1316,341100,16077,6037120104,"Census Tract 1201.04, Los Angeles County, California"
1317,354900,23775,6037120105,"Census Tract 1201.05, Los Angeles County, California"
1318,355100,62076,6037120106,"Census Tract 1201.06, Los Angeles County, California"
1319,340600,50785,6037120107,"Census Tract 1201.07, Los Angeles County, California"
1320,176400,27972,6037120108,"Census Tract 1201.08, Los Angeles County, California"
1321,304300,22406,6037120300,"Census Tract 1203, Los Angeles County, California"
1322,298700,26880,6037120400,"Census Tract 1204, Los Angeles County, California"
1323,346700,16499,6037121010,"Census Tract 1210.10, Los Angeles County, California"
1324,374000,19668,6037121020,"Census Tract 1210.20, Los Angeles County, California"
1325,301900,81331,6037121101,"Census Tract 1211.01, Los Angeles County, California"
1326,368600,21755,6037121102,"Census Tract 1211.02, Los Angeles County, California"
1327,327500,22853,6037121210,"Census Tract 1212.10, Los Angeles County, California"
1328,317200,36684,6037121221,"Census Tract 1212.21, Los Angeles County, California"
1329,359000,27858,6037121222,"Census Tract 1212.22, Los Angeles County, California"
1330,360000,15083,6037121600,"Census Tract 1216, Los Angeles County, California"
1331,286000,31503,6037121801,"Census Tract 1218.01, Los Angeles County, California"
1332,338700,16568,6037121802,"Census Tract 1218.02, Los Angeles County, California"
1333,349200,22142,6037121900,"Census Tract 1219, Los Angeles County, California"
1334,400200,31028,6037122000,"Census Tract 1220, Los Angeles County, California"
1335,342500,20689,6037122120,"Census Tract 1221.20, Los Angeles County, California"
1336,345500,53091,6037122121,"Census Tract 1221.21, Los Angeles County, California"
1337,358300,91954,6037122122,"Census Tract 1221.22, Los Angeles County, California"
1338,307900,35798,6037122200,"Census Tract 1222, Los Angeles County, California"
1340,387300,46212,6037122420,"Census Tract 1224.20, Los Angeles County, California"
1341,297200,47134,6037123010,"Census Tract 1230.10, Los Angeles County, California"
1342,329700,26971,6037123020,"Census Tract 1230.20, Los Angeles County, California"
1343,325400,23789,6037123103,"Census Tract 1231.03, Los Angeles County, California"
1344,406400,43840,6037123104,"Census Tract 1231.04, Los Angeles County, California"
1345,331500,37186,6037123203,"Census Tract 1232.03, Los Angeles County, California"
1346,288600,31940,6037123204,"Census Tract 1232.04, Los Angeles County, California"
1347,403200,63195,6037123205,"Census Tract 1232.05, Los Angeles County, California"
1348,329400,29712,6037123206,"Census Tract 1232.06, Los Angeles County, California"
1349,343000,12541,6037123301,"Census Tract 1233.01, Los Angeles County, California"
1350,419600,21640,6037123303,"Census Tract 1233.03, Los Angeles County, California"
1351,423700,40108,6037123304,"Census Tract 1233.04, Los Angeles County, California"
1352,370200,32343,6037123410,"Census Tract 1234.10, Los Angeles County, California"
1353,378900,32945,6037123420,"Census Tract 1234.20, Los Angeles County, California"
1354,487200,42143,6037123510,"Census Tract 1235.10, Los Angeles County, California"
1355,457900,43204,6037123520,"Census Tract 1235.20, Los Angeles County, California"
1356,460200,26780,6037123601,"Census Tract 1236.01, Los Angeles County, California"
1357,538500,69802,6037123602,"Census Tract 1236.02, Los Angeles County, California"
1358,439500,41847,6037123700,"Census Tract 1237, Los Angeles County, California"
1359,549700,43680,6037123800,"Census Tract 1238, Los Angeles County, California"
1360,497600,78494,6037123901,"Census Tract 1239.01, Los Angeles County, California"
1361,515500,59986,6037123902,"Census Tract 1239.02, Los Angeles County, California"
1362,726200,71347,6037124000,"Census Tract 1240, Los Angeles County, California"
1363,567100,49037,6037124102,"Census Tract 1241.02, Los Angeles County, California"
1364,424200,36132,6037124103,"Census Tract 1241.03, Los Angeles County, California"
1365,364800,64797,6037124104,"Census Tract 1241.04, Los Angeles County, California"
1366,363300,34665,6037124105,"Census Tract 1241.05, Los Angeles County, California"
1367,432700,59321,6037124201,"Census Tract 1242.01, Los Angeles County, California"
1368,370300,19264,6037124203,"Census Tract 1242.03, Los Angeles County, California"
1369,490000,208454,6037124204,"Census Tract 1242.04, Los Angeles County, California"
1370,445300,46207,6037124300,"Census Tract 1243, Los Angeles County, California"
1371,552800,44552,6037124400,"Census Tract 1244, Los Angeles County, California"
1372,655300,47054,6037124500,"Census Tract 1245, Los Angeles County, California"
1373,680700,41329,6037124600,"Census Tract 1246, Los Angeles County, California"
1374,692500,85502,6037124700,"Census Tract 1247, Los Angeles County, California"
1375,439100,64257,6037124902,"Census Tract 1249.02, Los Angeles County, California"
1376,383000,88629,6037124903,"Census Tract 1249.03, Los Angeles County, California"
1377,719900,91847,6037125100,"Census Tract 1251, Los Angeles County, California"
1378,595700,89540,6037125200,"Census Tract 1252, Los Angeles County, California"
1379,507700,91304,6037125310,"Census Tract 1253.10, Los Angeles County, California"
1380,276100,48090,6037125320,"Census Tract 1253.20, Los Angeles County, California"
1381,312400,39463,6037125401,"Census Tract 1254.01, Los Angeles County, California"
1382,456400,28302,6037125402,"Census Tract 1254.02, Los Angeles County, California"
1383,454100,46172,6037125501,"Census Tract 1255.01, Los Angeles County, California"
1384,493900,154477,6037125502,"Census Tract 1255.02, Los Angeles County, California"
1385,726600,82825,6037125600,"Census Tract 1256, Los Angeles County, California"
1386,321000,41101,6037127102,"Census Tract 1271.02, Los Angeles County, California"
1388,365400,30508,6037127104,"Census Tract 1271.04, Los Angeles County, California"
1389,331800,20627,6037127210,"Census Tract 1272.10, Los Angeles County, California"
1390,337000,53158,6037127220,"Census Tract 1272.20, Los Angeles County, California"
1391,354300,27366,6037127300,"Census Tract 1273, Los Angeles County, California"
1392,362000,33150,6037127400,"Census Tract 1274, Los Angeles County, California"
1394,400000,83382,6037127603,"Census Tract 1276.03, Los Angeles County, California"
1395,337500,190135,6037127604,"Census Tract 1276.04, Los Angeles County, California"
1396,459100,155781,6037127605,"Census Tract 1276.05, Los Angeles County, California"
1397,356900,18165,6037127606,"Census Tract 1276.06, Los Angeles County, California"
1398,468200,29494,6037127711,"Census Tract 1277.11, Los Angeles County, California"
1399,465300,118739,6037127712,"Census Tract 1277.12, Los Angeles County, California"
1400,422400,26182,6037127803,"Census Tract 1278.03, Los Angeles County, California"
1401,350000,34642,6037127804,"Census Tract 1278.04, Los Angeles County, California"
1402,402200,66372,6037127805,"Census Tract 1278.05, Los Angeles County, California"
1403,383300,45201,6037127806,"Census Tract 1278.06, Los Angeles County, California"
1404,393900,54721,6037127910,"Census Tract 1279.10, Los Angeles County, California"
1405,365800,27241,6037127920,"Census Tract 1279.20, Los Angeles County, California"
1406,435600,19126,6037128101,"Census Tract 1281.01, Los Angeles County, California"
1407,367100,45286,6037128102,"Census Tract 1281.02, Los Angeles County, California"
1408,408900,66602,6037128210,"Census Tract 1282.10, Los Angeles County, California"
1409,488100,41098,6037128220,"Census Tract 1282.20, Los Angeles County, California"
1410,350800,25951,6037128302,"Census Tract 1283.02, Los Angeles County, California"
1412,512400,49643,6037128400,"Census Tract 1284, Los Angeles County, California"
1413,472600,30130,6037128500,"Census Tract 1285, Los Angeles County, California"
1414,450000,88104,6037128601,"Census Tract 1286.01, Los Angeles County, California"
1415,621500,47637,6037128602,"Census Tract 1286.02, Los Angeles County, California"
1416,627800,55037,6037128702,"Census Tract 1287.02, Los Angeles County, California"
1417,466300,76200,6037128801,"Census Tract 1288.01, Los Angeles County, California"
1418,596200,39821,6037128802,"Census Tract 1288.02, Los Angeles County, California"
1419,620500,45692,6037128910,"Census Tract 1289.10, Los Angeles County, California"
1420,371900,43758,6037131010,"Census Tract 1310.10, Los Angeles County, California"
